field,field_category,journal_name,issn,issn_alt,publisher,sjr_rank,sjr_score,areas
Psychology,Applied Psychology,Leadership Quarterly,1048-9843,,Elsevier Inc.,262,5.393,"Business, Management and Accounting; Psychology; Social Sciences"
Psychology,Psychology (miscellaneous),Perspectives on Psychological Science,1745-6916,1745-6924,SAGE Publications Ltd,263,5.393,Psychology
Psychology,Applied Psychology,Psychotherapy and Psychosomatics,0033-3190,1423-0348,S. Karger AG,300,4.904,Medicine; Psychology
Psychology,Clinical Psychology,Health Psychology Review,1743-7202,1743-7199,Routledge,305,4.838,Medicine; Psychology
Public Health & Epidemiology,Epidemiology,MMWR Recommendations and Reports,1057-5987,1545-8601,Centers for Disease Control and Prevention (CDC),2,41.754,Environmental Science; Health Professions; Medicine; Social Sciences
Public Health & Epidemiology,Epidemiology,MMWR Surveillance Summaries,1545-8636,1546-0738,Centers for Disease Control and Prevention (CDC),35,15.326,Environmental Science; Health Professions; Medicine; Social Sciences
Public Health & Epidemiology,Epidemiology,Morbidity and Mortality Weekly Report,0149-2195,1545-861X,Department of Health and Human Services,92,9.559,Environmental Science; Health Professions; Medicine; Social Sciences
Public Health & Epidemiology,"Public Health, Environmental and Occupational Health",The Lancet Public Health,2468-2667,,Elsevier Ltd,114,8.408,Medicine
Public Health & Epidemiology,Epidemiology,Clinical Microbiology Reviews,0893-8512,1098-6618,American Society for Microbiology,240,5.594,Immunology and Microbiology; Medicine
Public Health & Epidemiology,Epidemiology,The Lancet HIV,2352-3018,,Elsevier Ltd,339,4.506,Immunology and Microbiology; Medicine
Public Health & Epidemiology,"Public Health, Environmental and Occupational Health",National Health Statistics Reports,2332-8363,2164-8344,U.S. National Center for Health Statistics,527,3.555,Medicine
Public Health & Epidemiology,Epidemiology,European Journal of Epidemiology,0393-2990,1573-7284,Springer Netherlands,624,3.241,Medicine
Public Health & Epidemiology,Health (social science),"Qualitative Research in Sport, Exercise and Health",2159-6778,2159-676X,Taylor and Francis Ltd.,640,3.193,Health Professions; Psychology; Social Sciences
Public Health & Epidemiology,Epidemiology,Journal of Clinical Epidemiology,0895-4356,1878-5921,Elsevier Inc.,655,3.149,Medicine
Public Health & Epidemiology,Epidemiology,International Journal of Epidemiology,1464-3685,0300-5771,Oxford University Press,859,2.695,Medicine
Public Health & Epidemiology,"Public Health, Environmental and Occupational Health",Journal of Health and Social Behavior,0022-1465,2150-6000,American Sociological Association,940,2.519,Medicine; Psychology
Public Health & Epidemiology,Epidemiology,Epidemiology and Psychiatric Sciences,2045-7979,2045-7960,Cambridge University Press,1074,2.334,Medicine
Public Health & Epidemiology,Epidemiology,Eurosurveillance,1560-7917,1025-496X,European Centre for Disease Prevention and Control (ECDC),1078,2.331,Immunology and Microbiology; Medicine
Public Health & Epidemiology,Health (social science),Tobacco Control,0964-4563,1468-3318,BMJ Publishing Group,1104,2.305,Medicine; Social Sciences
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Radiology,0033-8419,1527-1315,Radiological Society of North America Inc.,460,3.856,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Radiology: Cardiothoracic Imaging,2638-6135,,Radiological Society of North America Inc.,2495,1.467,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Seminars in Nuclear Medicine,1558-4623,0001-2998,W.B. Saunders,2996,1.324,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Insights into Imaging,1869-4101,,Springer Science and Business Media Deutschland GmbH,3271,1.256,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Journal of Magnetic Resonance Imaging,1522-2586,1053-1807,John Wiley and Sons Inc,3319,1.248,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Korean Journal of Radiology,1229-6929,2005-8330,Korean Radiological Society,3325,1.247,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Cancer Medicine,2045-7634,,John Wiley and Sons Inc,3542,1.201,"Biochemistry, Genetics and Molecular Biology; Medicine"
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Magnetic Resonance in Medicine,0740-3194,1522-2594,John Wiley and Sons Inc,3767,1.161,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Radiation Oncology,1748-717X,,BioMed Central Ltd,4054,1.112,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Journal of the American College of Radiology,1558-349X,1546-1440,Elsevier B.V.,4309,1.071,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Practical Radiation Oncology,1879-8500,1879-8519,Elsevier Inc.,4736,1.011,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Seminars in Radiation Oncology,1053-4296,1532-9461,W.B. Saunders,4781,1.007,"Biochemistry, Genetics and Molecular Biology; Medicine"
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Academic Radiology,1076-6332,1878-4046,Elsevier Inc.,4885,0.992,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",Clinical Oncology,1433-2981,0936-6555,Elsevier Ltd,5129,0.965,Medicine
Radiology & Imaging,"Radiology, Nuclear Medicine and Imaging",NMR in Biomedicine,1099-1492,0952-3480,John Wiley and Sons Ltd,5266,0.95,"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
Rehabilitation,Rehabilitation,Disability and Rehabilitation,0963-8288,1464-5165,Informa Healthcare,5055,0.972,Medicine
Rehabilitation,Rehabilitation,Wearable Technologies,2631-7176,,Cambridge University Press,6543,0.821,Computer Science; Engineering; Medicine
Rehabilitation,Rehabilitation,Journal of Biomechanics,1873-2380,0021-9290,Elsevier Ltd,6773,0.8,"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine"
Rehabilitation,Rehabilitation,Osteoarthritis and Cartilage Open,2665-9131,,Elsevier Ltd,6920,0.788,Engineering; Medicine
Rehabilitation,Rehabilitation,Gait and Posture,1879-2219,0966-6362,Elsevier B.V.,7037,0.778,"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
Rehabilitation,Rehabilitation,Archives of Physiotherapy,2057-0082,,AboutScience Srl,7173,0.766,Health Professions; Medicine
Rehabilitation,Rehabilitation,Disability and Rehabilitation: Assistive Technology,1748-3115,1748-3107,Taylor and Francis Ltd.,7463,0.745,Engineering; Health Professions; Medicine
Rehabilitation,Rehabilitation,AAC: Augmentative and Alternative Communication,1477-3848,0743-4618,Taylor and Francis Ltd.,7498,0.742,Health Professions; Medicine
Rehabilitation,Rehabilitation,Journal of Neurorestoratology,2324-2426,,Elsevier Ltd,7581,0.737,Health Professions; Medicine; Neuroscience
Rehabilitation,Rehabilitation,Annals of Rehabilitation Medicine,2234-0653,2234-0645,Korean Academy of Rehabilitation Medicine,7758,0.724,Medicine
Rehabilitation,Rehabilitation,Rehabilitation Psychology,0090-5550,1939-1544,American Psychological Association,7842,0.719,Health Professions; Medicine; Psychology
Rehabilitation,Rehabilitation,Journal of Stroke and Cerebrovascular Diseases,1052-3057,1532-8511,W.B. Saunders,8266,0.688,Medicine
Rehabilitation,Rehabilitation,American Journal of Physical Medicine and Rehabilitation,1537-7385,0894-9115,Lippincott Williams and Wilkins Ltd.,8290,0.686,Health Professions; Medicine
Rehabilitation,Rehabilitation,Journal of Geriatric Physical Therapy,1539-8412,2152-0895,Lippincott Williams and Wilkins Ltd.,8686,0.66,Medicine
Rehabilitation,Rehabilitation,Current Trauma Reports,2198-6096,,Springer International Publishing AG,11581,0.5,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,The Lancet Respiratory Medicine,2213-2619,2213-2600,Elsevier Ltd,175,6.788,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,European Respiratory Review,1600-0617,0905-9180,European Respiratory Society,714,3.005,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Thorax,1468-3296,0040-6376,BMJ Publishing Group,996,2.448,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Annals of the American Thoracic Society,2325-6621,2329-6933,American Thoracic Society,2026,1.652,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Respirology,1440-1843,1323-7799,John Wiley and Sons Inc,2204,1.57,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Respiratory Research,1465-993X,1465-9921,BioMed Central Ltd,2239,1.555,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Clinics in Chest Medicine,0272-5231,1557-8216,W.B. Saunders,2394,1.497,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Pulmonology,2531-0429,2531-0437,Taylor and Francis Ltd.,2585,1.434,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,ERJ Open Research,2312-0541,,European Respiratory Society,2816,1.367,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,World Allergy Organization Journal,1939-4551,,Elsevier Inc.,3200,1.273,Immunology and Microbiology; Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,BMJ Open Respiratory Research,2052-4439,,BMJ Publishing Group,4092,1.106,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,"Annals of Allergy, Asthma and Immunology",1534-4436,1081-1206,"American College of Allergy, Asthma and Immunology",4230,1.082,Immunology and Microbiology; Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Journal of Asthma and Allergy,1178-6965,,Dove Medical Press Ltd,4374,1.063,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Respiratory Medicine,0954-6111,1532-3064,W.B. Saunders Ltd,4380,1.063,Medicine
Respiratory Medicine,Pulmonary and Respiratory Medicine,Lung,1432-1750,0341-2040,Springer,4778,1.007,Medicine
Rheumatology,Rheumatology,Nature Reviews Rheumatology,1759-4790,1759-4804,Nature Research,251,5.507,Medicine
Rheumatology,Rheumatology,Current Rheumatology Reports,1534-6307,1523-3774,Springer,1725,1.809,Medicine
Rheumatology,Rheumatology,Current Opinion in Rheumatology,1531-6963,1040-8711,Lippincott Williams and Wilkins,1904,1.704,Medicine
Rheumatology,Rheumatology,Arthritis Care and Research,2151-464X,2151-4658,John Wiley and Sons Inc,2450,1.479,Medicine
Rheumatology,Rheumatology,Journal of Rheumatology,1499-2752,0315-162X,Journal of Rheumatology,3921,1.135,Immunology and Microbiology; Medicine
Rheumatology,Rheumatology,Rheumatic Disease Clinics of North America,0889-857X,1558-3163,W.B. Saunders,4015,1.119,Medicine
Rheumatology,Rheumatology,ACR Open Rheumatology,2578-5745,,John Wiley and Sons Inc,4161,1.096,Medicine
Rheumatology,Rheumatology,Joint Bone Spine,1778-7254,1297-319X,Elsevier Masson s.r.l.,5614,0.909,Medicine
Rheumatology,Rheumatology,Journal of Rheumatic Diseases,2093-940X,2233-4718,Korean College of Rheumatology,6469,0.827,Medicine
Rheumatology,Rheumatology,BMC Rheumatology,2520-1026,,BioMed Central Ltd,6727,0.805,Medicine
Rheumatology,Rheumatology,Lupus,0961-2033,1477-0962,SAGE Publications Ltd,7032,0.779,Medicine
Rheumatology,Rheumatology,Rheumatology Advances in Practice,2514-1775,,Oxford University Press,7904,0.715,Medicine
Rheumatology,Rheumatology,Open Access Rheumatology: Research and Reviews,1179-156X,,Dove Medical Press Ltd,8943,0.645,Medicine
Rheumatology,Rheumatology,Advances in Rheumatology,2523-3106,,BioMed Central Ltd,8946,0.645,Medicine
Rheumatology,Rheumatology,International Journal of Rheumatic Diseases,1756-1841,1756-185X,John Wiley and Sons Inc,9975,0.582,Medicine
Sociology & Social Sciences,Life-span and Life-course Studies,National Vital Statistics Reports,1551-8922,1551-8930,"Public Health Services, US Dept of Health and Human Services",34,15.519,Social Sciences
Sociology & Social Sciences,Anthropology,Journal of Consumer Research,0093-5301,1537-5277,Oxford University Press,112,8.562,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
Sociology & Social Sciences,Safety Research,Analytic Methods in Accident Research,2213-6657,,Elsevier B.V.,206,6.076,Social Sciences
Sociology & Social Sciences,Social Sciences (miscellaneous),Sociological Methods and Research,0049-1241,1552-8294,SAGE Publications Inc.,407,4.064,Social Sciences
Sociology & Social Sciences,Gender Studies,International Journal of Transgender Health,2689-5269,2689-5277,Routledge,560,3.422,Medicine; Social Sciences
Sociology & Social Sciences,Human Factors and Ergonomics,"New Technology, Work and Employment",0268-1072,1468-005X,Wiley-Blackwell Publishing Ltd,812,2.795,"Business, Management and Accounting; Social Sciences"
Sociology & Social Sciences,Gender Studies,"Gender, Work and Organization",1468-0432,0968-6673,Wiley-Blackwell Publishing Ltd,929,2.539,"Business, Management and Accounting; Social Sciences"
Sociology & Social Sciences,Demography,Demography,0070-3370,1533-7790,Duke University Press,1056,2.363,Social Sciences
Sociology & Social Sciences,Anthropology,Journal of Peasant Studies,0306-6150,1743-9361,Routledge,1156,2.248,Arts and Humanities; Social Sciences
Sociology & Social Sciences,Human Factors and Ergonomics,Accident Analysis and Prevention,1879-2057,0001-4575,Elsevier Ltd,1419,2.007,Engineering; Medicine; Social Sciences
Sociology & Social Sciences,Social Sciences (miscellaneous),Harvard Kennedy School Misinformation Review,2766-1652,,Harvard Kennedy School,1653,1.858,Social Sciences
Sociology & Social Sciences,Social Sciences (miscellaneous),International Journal of Social Research Methodology: Theory and Practice,1464-5300,1364-5579,Taylor and Francis Ltd.,1723,1.81,Social Sciences
Sociology & Social Sciences,Demography,Journal of Population Economics,1432-1475,0933-1433,Springer New York,1732,1.805,"Economics, Econometrics and Finance; Social Sciences"
Sociology & Social Sciences,Social Sciences (miscellaneous),Journal of Social Issues,0022-4537,1540-4560,Wiley-Blackwell Publishing Ltd,1824,1.746,Social Sciences
Sociology & Social Sciences,Demography,Comparative Migration Studies,2214-594X,,SpringerOpen,1926,1.693,Decision Sciences; Social Sciences
Statistics,Statistics and Probability,Annals of Statistics,0090-5364,,Institute of Mathematical Statistics,312,4.769,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Journal of the American Statistical Association,0162-1459,1537-274X,Taylor and Francis Ltd.,399,4.103,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Annals of Probability,0091-1798,,Institute of Mathematical Statistics,602,3.326,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Journal of the Royal Statistical Society. Series B: Statistical Methodology,1467-9868,1369-7412,Oxford University Press,604,3.308,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Annual Review of Statistics and Its Application,2326-8298,2326-831X,Annual Reviews Inc.,826,2.766,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Statistics Surveys,1935-7516,,Institute of Mathematical Statistics,876,2.664,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Annales de l'institut Henri Poincare (B) Probability and Statistics,0246-0203,,Institute of Mathematical Statistics,1809,1.755,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Annals of Applied Probability,1050-5164,,Institute of Mathematical Statistics,2191,1.574,Decision Sciences; Mathematics
Statistics,Statistics and Probability,Bernoulli,1350-7265,,Bernoulli Society for Mathematical Statistics and Probability,2446,1.48,Mathematics
Statistics,Statistics and Probability,Wiley Interdisciplinary Reviews: Computational Statistics,1939-5108,1939-0068,John Wiley &amp; Sons Inc.,2533,1.452,Mathematics
